State,Date,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10
Arizona,2020-05-14,"trump, dies, calls, death, handling","nn, trump, america, economy, trump","due, amid, families, lockdown, struggling",", pandemic, usa, nhttps, quarantine","virus, amid, symptoms, disease, lungs","relief, support, fund, donate, relief fund","crisis, current, situation, economic, important","fight, nurses, fighting, workers, health","trump, trump, americans, we're, failed","quarantine, nn, quarantinelife, stayhome, lockdown"
Arizona,2020-05-15,"response, government, policy, public, respond","study, early, risk, important, social","care, medical, cover, healthcare workers, equipment","workers, food, employees, amazon, delivery","patients, surge, hospital, hospitals, death toll","trump, trump, americans, we're, failed","quarantine, nn, quarantinelife, stayhome, lockdown","nn, trump, america, economy, trump","report, nnhttps, here's, shows, area","crisis, amid, health, system, issues"
Arizona,2020-05-16,"nn, trump, america, economy, trump","relief, fight, bill, aid, spoke","times, americans, die, flu, died","trump, trump, americans, we're, failed","trump, briefing, fauci, the white house, dr  fauci","trump, dies, calls, death, handling","virus, amid, symptoms, disease, lungs","prison, inmates, release, staff, prisons","treatment, drug, patients, hydroxychloroquine, cure","response, efforts, global, impact, combat"
Arizona,2020-05-17,"nn, trump, america, economy, trump","virus, amid, symptoms, disease, lungs","news, updates, latest, message, local","report, nnhttps, here's, shows, area","prison, inmates, release, staff, prisons","hospital, patient, ventilator, icu, symptoms","home, quarantine, world, family, plan","dr, read, icymi, ceo, president","safe, keeping, family, avoid, scams","treatment, drug, patients, hydroxychloroquine, cure"
Arizona,2020-05-18,"trump, dies, calls, death, handling","symptoms, tiger, tests positive for, tested, test","treatment, drug, patients, hydroxychloroquine, cure","prison, inmates, release, staff, prisons","mask, public, masks, face mask, wear a mask","patients, symptoms, recovered, blood, study","virus, amid, symptoms, disease, lungs","prevent, reduce, risk, limit, continues","trump, briefing, fauci, the white house, dr  fauci","world, china, war, fighting, countries"
Arizona,2020-05-19,"treatment, drug, patients, hydroxychloroquine, cure","care, medical, cover, healthcare workers, equipment","trump, trump, americans, we're, failed","prevent, reduce, risk, limit, continues","deaths, number, increase, yesterday, numbers","virus, amid, symptoms, disease, lungs",", , 5g, captain, linked","response, government, policy, public, respond","nn, trump, america, economy, trump","home, quarantine, world, family, plan"
Arizona,2020-05-20,"patients, symptoms, recovered, blood, study","stay home, stay safe, stayhome, safe, stayathome","health, safety, protect, community, continues","symptoms, tiger, tests positive for, tested, test","mask, public, masks, face mask, wear a mask","residents, died, employees, have tested positive, nursing home","test, testing, tests, lab, results","virus, amid, symptoms, disease, lungs","patients, care, treating, hospitals, ventilators","vaccine, cure, working, who, scientists"
Arizona,2020-05-21,"world, china, war, fighting, countries","virus, amid, symptoms, disease, lungs","mask, public, masks, face mask, wear a mask","times, americans, die, flu, died","dying, die, home, americans, tested","trump, trump, americans, we're, failed","trump, dies, calls, death, handling","deaths, positive, number, confirmed, county","response, government, policy, public, respond","deaths, update, total, confirmed cases, reported"
Arizona,2020-05-22,"order, stay at home, orders, governor, rules","times, americans, die, flu, died","state, response, federal, local, states","relief, support, fund, donate, relief fund","trump, trump, americans, we're, failed","patients, surge, hospital, hospitals, death toll","employees, companies, business, changing, businesses","trump, dies, calls, death, handling","world, china, war, fighting, countries","deaths, usa, flu, numbers, lives"
Arizona,2020-05-23,"crisis, amid, health, system, issues","order, stay at home, orders, governor, rules","challenges, focus, issues, lack, critical","trump, dies, calls, death, handling","due, aka, 2020, retweet, like","workers, food, employees, amazon, delivery","times, americans, die, flu, died","residents, died, employees, have tested positive, nursing home","dying, die, home, americans, tested","positive, test, tests, testing, tested"
Arizona,2020-05-24,"due, impacts, lives, changed, normal","test, testing, tests, lab, results",", pandemic, usa, nhttps, quarantine","care, medical, cover, healthcare workers, equipment","stay home, stay safe, stayhome, safe, stayathome","trump, trump, americans, we're, failed","nn, trump, america, economy, trump","continue, home, rise, positive, ship","china, virus, wuhan, spreading, months","trump, briefing, fauci, the white house, dr  fauci"
Arizona,2020-05-25,"workers, food, employees, amazon, delivery",", , 5g, captain, linked","virus, amid, symptoms, disease, lungs","florida, fears, market, threat, demand","trump, trump, americans, we're, failed","prison, inmates, release, staff, prisons","read, article, nhttps, important, share","mask, public, masks, face mask, wear a mask","peak, model, california, projections, models","stay home, stay safe, stayhome, safe, stayathome"
Arizona,2020-05-26,"response, government, policy, public, respond","home, quarantine, world, family, plan","nn, trump, america, economy, trump","patients, symptoms, recovered, blood, study","working, protect, workers, the front lines, helping","mask, public, masks, face mask, wear a mask","health, safety, protect, community, continues","died, family, complications, member, last week","trump, trump, americans, we're, failed","list, hospitals, starting, beginning, cause of death"
Arizona,2020-05-27,"world, china, war, fighting, countries","state, response, federal, local, states","relief, support, fund, donate, relief fund","vaccine, cure, working, who, scientists","due, aka, 2020, retweet, like","care, medical, cover, healthcare workers, equipment","fight, masks, supplies, helping, ppe","due, impacts, lives, changed, normal","symptoms, tiger, tests positive for, tested, test","health, safety, protect, community, continues"
Arizona,2020-05-28,"virus, amid, symptoms, disease, lungs","deaths, number, increase, yesterday, numbers","deaths, usa, flu, numbers, lives","times, americans, die, flu, died","nn, trump, america, economy, trump","treatment, drug, patients, hydroxychloroquine, cure","trump, trump, americans, we're, failed","number, more than, infected, worldwide, million","data, report, read, hope emerge in, 1","part, leadership, global, lead, plan"
Arizona,2020-05-29,"continue, home, rise, positive, ship","response, government, policy, public, respond","crisis, amid, health, system, issues","working, protect, workers, the front lines, helping","nn, nnhttps, pandemic, stayhome, quarantine","due, aka, 2020, retweet, like","deaths, number, increase, yesterday, numbers","anxiety, stress, fear, quarantine, nnhttps","new york, nyc, trump, new york city, victims","resources, business, here's, tips, survive"
Arizona,2020-05-30,"peak, model, california, projections, models","stay home, stay safe, stayhome, safe, stayathome","trump, dies, calls, death, handling","china, virus, wuhan, spreading, months","share, learn, experts, experience, survive","resources, business, here's, tips, survive","challenges, focus, issues, lack, critical","virus, amid, symptoms, disease, lungs","quarantine, nn, quarantinelife, stayhome, lockdown","fight, nurses, fighting, workers, health"
Arizona,2020-05-31,"order, stay at home, orders, governor, rules","prevent, reduce, risk, limit, continues","due, amid, families, lockdown, struggling","due, impacts, lives, changed, normal","working, protect, workers, the front lines, helping",", pandemic, usa, nhttps, quarantine","world, china, war, fighting, countries","dying, die, home, americans, tested","virus, amid, symptoms, disease, lungs","employees, companies, business, changing, businesses"
Arizona,2020-06-01,", pandemic, usa, nhttps, quarantine","dying, die, home, americans, tested","order, stay at home, orders, governor, rules","virus, amid, symptoms, disease, lungs","working, protect, workers, the front lines, helping","state, response, federal, local, states","due, impacts, lives, changed, normal","prevent, reduce, risk, limit, continues","due, closed, below tweet by, schools, closing","patients, surge, hospital, hospitals, death toll"
Arizona,2020-06-02,"virus, amid, symptoms, disease, lungs","trump, dies, calls, death, handling","relief, fight, bill, aid, spoke","stay home, stay safe, stayhome, safe, stayathome","trump, trump, americans, we're, failed","country, world, america, continues, nation","nn, trump, america, economy, trump","safe, keeping, family, avoid, scams","patients, surge, hospital, hospitals, death toll","month, sign the petition, slow the spread, cdc, give"
Arizona,2020-06-03,"order, stay at home, orders, governor, rules","virus, amid, symptoms, disease, lungs","nn, trump, america, economy, trump","nn, stayhome, easter, easter, quarantine","deaths, number, increase, yesterday, numbers","new york, nyc, trump, new york city, victims","patients, surge, hospital, hospitals, death toll","report, nnhttps, here's, shows, area","ways, learn, nnhttps, visit, practice","relief, support, fund, donate, relief fund"
Arizona,2020-06-04,"data, report, read, hope emerge in, 1","trump, trump, americans, we're, failed","support, business, local, families, food","relief, support, fund, donate, relief fund","treatment, drug, patients, hydroxychloroquine, cure","trump, dies, calls, death, handling","impact, business, survey, apple and google, partner","china, virus, wuhan, spreading, months","virus, amid, symptoms, disease, lungs","safe, keeping, family, avoid, scams"
Arizona,2020-06-05,"symptoms, tiger, tests positive for, tested, test",", , 5g, captain, linked","deaths, number, increase, yesterday, numbers","dying, die, home, americans, tested","virus, amid, symptoms, disease, lungs","nn, trump, america, economy, trump","quarantine, nn, quarantinelife, stayhome, lockdown","challenges, focus, issues, lack, critical","due, amid, families, lockdown, struggling","patients, care, treating, hospitals, ventilators"
Arizona,2020-06-06,"care, medical, cover, healthcare workers, equipment",", pandemic, usa, nhttps, quarantine","dying, die, home, americans, tested","response, emergency, national, research, disaster","nn, trump, america, economy, trump","crisis, amid, health, system, issues","china, virus, wuhan, spreading, months","number, more than, infected, worldwide, million","virus, amid, symptoms, disease, lungs","times, americans, die, flu, died"
Arizona,2020-06-07,"stay home, stay safe, stayhome, safe, stayathome",", pandemic, usa, nhttps, quarantine","response, government, policy, public, respond","prevent, reduce, risk, limit, continues","order, stay at home, orders, governor, rules","part, leadership, global, lead, plan","dying, die, home, americans, tested","prison, inmates, release, staff, prisons","crisis, amid, health, system, issues","china, virus, wuhan, spreading, months"
Arizona,2020-06-08,"stay home, stay safe, stayhome, safe, stayathome","deaths, number, increase, yesterday, numbers","virus, amid, symptoms, disease, lungs","prison, inmates, release, staff, prisons","residents, died, employees, have tested positive, nursing home","trump, trump, americans, we're, failed","news, media, related, stories, covering","health, safety, protect, community, continues","month, sign the petition, slow the spread, cdc, give","nn, stayhome, easter, easter, quarantine"
Arizona,2020-06-10,"response, government, policy, public, respond","treatment, drug, patients, hydroxychloroquine, cure","care, medical, cover, healthcare workers, equipment","nn, trump, america, economy, trump","virus, amid, symptoms, disease, lungs","prison, inmates, release, staff, prisons","due, aka, 2020, retweet, like","dying, die, home, americans, tested","nn, stayhome, easter, easter, quarantine","challenges, focus, issues, lack, critical"
Arizona,2020-06-11,"prison, inmates, release, staff, prisons","workers, food, employees, amazon, delivery","florida, fears, market, threat, demand","report, nnhttps, here's, shows, area","deaths, number, increase, yesterday, numbers","due, closed, below tweet by, schools, closing","number, more than, infected, worldwide, million","crisis, response, nhttps, healthcare, responding","employees, companies, business, changing, businesses",", , 5g, captain, linked"
Arizona,2020-06-12,"prison, inmates, release, staff, prisons","deaths, number, increase, yesterday, numbers","mask, public, masks, face mask, wear a mask","world, china, war, fighting, countries","month, sign the petition, slow the spread, cdc, give","prevent, reduce, risk, limit, continues","response, government, policy, public, respond",", pandemic, usa, nhttps, quarantine","nn, trump, america, economy, trump","country, world, america, continues, nation"
Arizona,2020-06-13,"patients, care, treating, hospitals, ventilators","positive, test, tests, testing, tested","state, response, federal, local, states","response, government, policy, public, respond","mask, public, masks, face mask, wear a mask","report, nnhttps, here's, shows, area","due, closed, below tweet by, schools, closing","treatment, drug, patients, hydroxychloroquine, cure","latest, daily, news, stories, travel","country, world, america, continues, nation"
Arizona,2020-06-14,"treatment, drug, patients, hydroxychloroquine, cure","deaths, number, increase, yesterday, numbers","patients, care, treating, hospitals, ventilators","patients, symptoms, recovered, blood, study","report, nnhttps, here's, shows, area","prison, inmates, release, staff, prisons","trump, trump, americans, we're, failed","times, americans, die, flu, died","latest, daily, news, stories, travel","trump, briefing, fauci, the white house, dr  fauci"
Arizona,2020-06-15,"prison, inmates, release, staff, prisons","workers, food, employees, amazon, delivery","report, nnhttps, here's, shows, area","deaths, number, increase, yesterday, numbers","prevent, reduce, risk, limit, continues","times, americans, die, flu, died","positive, test, tests, testing, tested","test, testing, tests, lab, results","mask, public, masks, face mask, wear a mask","dying, die, home, americans, tested"
Arizona,2020-06-16,"prevent, reduce, risk, limit, continues","positive, test, tests, testing, tested","mask, public, masks, face mask, wear a mask","health, safety, protect, community, continues","deaths, number, increase, yesterday, numbers","report, nnhttps, here's, shows, area","country, world, america, continues, nation","health, department, numbers, state, county","study, early, risk, important, social","anxiety, stress, fear, quarantine, nnhttps"
Arizona,2020-06-17,"deaths, number, increase, yesterday, numbers","order, stay at home, orders, governor, rules","patients, symptoms, recovered, blood, study","patients, care, treating, hospitals, ventilators","city, texas, mayor, detroit, announces","health, safety, protect, community, continues","mask, public, masks, face mask, wear a mask","florida, fears, market, threat, demand","care, medical, cover, healthcare workers, equipment","fight, nurses, fighting, workers, health"
Arizona,2020-06-18,"china, virus, wuhan, spreading, months","deaths, number, increase, yesterday, numbers","prevent, reduce, risk, limit, continues","mask, public, masks, face mask, wear a mask","trump, dies, calls, death, handling","florida, fears, market, threat, demand","anxiety, stress, fear, quarantine, nnhttps","nn, trump, america, economy, trump","challenges, focus, issues, lack, critical","working, protect, workers, the front lines, helping"
Arizona,2020-06-19,"mask, public, masks, face mask, wear a mask","symptoms, tiger, tests positive for, tested, test",", , 5g, captain, linked","nn, nnhttps, pandemic, stayhome, quarantine",", pandemic, usa, nhttps, quarantine","nn, trump, america, economy, trump","fight, masks, supplies, helping, ppe","times, americans, die, flu, died","order, stay at home, orders, governor, rules","prison, inmates, release, staff, prisons"
Arizona,2020-06-22,"mask, public, masks, face mask, wear a mask","patients, care, treating, hospitals, ventilators","deaths, number, increase, yesterday, numbers","challenges, focus, issues, lack, critical","times, americans, die, flu, died","report, nnhttps, here's, shows, area","update, daily, latest, updates, today's","trump, trump, americans, we're, failed","died, family, complications, member, last week","world, china, war, fighting, countries"
Arizona,2020-06-23,"trump, trump, americans, we're, failed","nn, trump, america, economy, trump","impact, business, survey, apple and google, partner","nn, stayhome, easter, easter, quarantine","trump, dies, calls, death, handling","deaths, usa, flu, numbers, lives","patients, care, treating, hospitals, ventilators","treatment, drug, patients, hydroxychloroquine, cure","mask, public, masks, face mask, wear a mask","relief, fight, bill, aid, spoke"
Arkansas,2020-05-06,"information, resources, updates, updated, website","testing, center, testing site, begin, drivethru","news, media, related, stories, covering","anxiety, stress, fear, quarantine, nnhttps","died, family, complications, member, last week",", pandemic, usa, nhttps, quarantine","nhttps, virus, world, here's, staysafe","country, world, america, continues, nation","2020, update, april, april 6, april 7","share, learn, experts, experience, survive"
Arkansas,2020-05-07,"update, daily, latest, updates, today's","residents, died, employees, have tested positive, nursing home","due, amid, families, lockdown, struggling","resources, business, here's, tips, survive","testing, center, testing site, begin, drivethru","questions, dr, answers, join, discuss","safe, keeping, family, avoid, scams","trump, dies, calls, death, handling","crisis, amid, health, system, issues","world, china, war, fighting, countries"
Arkansas,2020-05-08,"order, stay at home, orders, governor, rules","died, family, complications, member, last week","part, leadership, global, lead, plan","treatment, drug, patients, hydroxychloroquine, cure","home, quarantine, world, family, plan",", nn, hydroxychloroquine, borisjohnson, leaves hospital after","tips, working from home, we're, age, situation","crisis, amid, health, system, issues","study, early, risk, important, social","resources, business, here's, tips, survive"
Arkansas,2020-05-09,"country, world, america, continues, nation","hospital, patient, ventilator, icu, symptoms","part, leadership, global, lead, plan","times, americans, die, flu, died","trump, briefing, fauci, the white house, dr  fauci","positive, test, tests, testing, tested","fight, masks, supplies, helping, ppe","residents, died, employees, have tested positive, nursing home","news, media, related, stories, covering","city, texas, mayor, detroit, announces"
Arkansas,2020-05-10,"response, government, policy, public, respond","trump, trump, americans, we're, failed","fight, masks, supplies, helping, ppe","world, china, war, fighting, countries","city, texas, mayor, detroit, announces","working, protect, workers, the front lines, helping","treatment, drug, patients, hydroxychloroquine, cure","month, sign the petition, slow the spread, cdc, give","w, folks, we're, wondering, era","nn, trump, america, economy, trump"
Arkansas,2020-05-11,"world, china, war, fighting, countries","testing, center, testing site, begin, drivethru","positive, test, tests, testing, tested","deaths, number, increase, yesterday, numbers","safe, keeping, family, avoid, scams","update, daily, latest, updates, today's","residents, died, employees, have tested positive, nursing home","symptoms, tiger, tests positive for, tested, test","died, family, complications, member, last week","number, more than, infected, worldwide, million"
Arkansas,2020-05-12,"data, county, map, dashboard, updated","city, texas, mayor, detroit, announces","dr, read, icymi, ceo, president","prison, inmates, release, staff, prisons","nhttps, virus, world, here's, staysafe","deaths, number, increase, yesterday, numbers","due, impacts, lives, changed, normal","fight, nurses, fighting, workers, health","working, protect, workers, the front lines, helping","prevent, reduce, risk, limit, continues"
Arkansas,2020-05-13,"deaths, usa, flu, numbers, lives","deaths, number, increase, yesterday, numbers","fight, nurses, fighting, workers, health","treatment, drug, patients, hydroxychloroquine, cure","workers, food, employees, amazon, delivery",", pandemic, usa, nhttps, quarantine","virus, amid, symptoms, disease, lungs","response, efforts, global, impact, combat","update, daily, latest, updates, today's","case, county, confirmed, positive, death"
Arkansas,2020-05-14,"deaths, update, total, confirmed cases, reported","treatment, drug, patients, hydroxychloroquine, cure","deaths, number, increase, yesterday, numbers","new york, nyc, trump, new york city, victims","working, protect, workers, the front lines, helping","world, china, war, fighting, countries","response, efforts, global, impact, combat","study, early, risk, important, social","due, aka, 2020, retweet, like","positive, test, tests, testing, tested"
Arkansas,2020-05-15,"patients, care, treating, hospitals, ventilators","care, medical, cover, healthcare workers, equipment","times, americans, die, flu, died","crisis, response, nhttps, healthcare, responding","virus, amid, symptoms, disease, lungs",", , 5g, captain, linked","residents, died, employees, have tested positive, nursing home","dying, die, home, americans, tested","due, amid, families, lockdown, struggling","nn, stayhome, easter, easter, quarantine"
Arkansas,2020-05-16,", pandemic, usa, nhttps, quarantine","deaths, update, total, confirmed cases, reported","number, more than, infected, worldwide, million","community, support, helping, fight against, ways","safe, keeping, family, avoid, scams","information, resources, updates, updated, website","relief, support, fund, donate, relief fund","part, leadership, global, lead, plan","deaths, number, increase, yesterday, numbers","due, aka, 2020, retweet, like"
Arkansas,2020-05-17,"died, family, complications, member, last week","deaths, number, increase, yesterday, numbers","crisis, current, situation, economic, important","country, world, america, continues, nation","deaths, death, related, total, reported","patients, surge, hospital, hospitals, death toll","safe, keeping, family, avoid, scams","hospital, patient, ventilator, icu, symptoms","prevent, reduce, risk, limit, continues","residents, died, employees, have tested positive, nursing home"
Arkansas,2020-05-18,"died, family, complications, member, last week","deaths, update, total, confirmed cases, reported","relief, support, fund, donate, relief fund","ways, learn, nnhttps, visit, practice","month, sign the petition, slow the spread, cdc, give",", , 5g, captain, linked","nn, nnhttps, pandemic, stayhome, quarantine","prison, inmates, release, staff, prisons","nn, trump, america, economy, trump",", pandemic, usa, nhttps, quarantine"
Arkansas,2020-05-19,"deaths, update, total, confirmed cases, reported","home, quarantine, world, family, plan","impact, business, survey, apple and google, partner","nn, nnhttps, pandemic, stayhome, quarantine","dr, read, icymi, ceo, president","students, online, learning, student, challenges","prevent, reduce, risk, limit, continues",", , 5g, captain, linked","case, county, confirmed, positive, death","mask, public, masks, face mask, wear a mask"
Arkansas,2020-05-20,"times, americans, die, flu, died","deaths, number, increase, yesterday, numbers","country, world, america, continues, nation","residents, died, employees, have tested positive, nursing home","prison, inmates, release, staff, prisons","health, department, numbers, state, county","workers, food, employees, amazon, delivery","florida, fears, market, threat, demand","trump, dies, calls, death, handling",", , 5g, captain, linked"
Arkansas,2020-05-21,"vaccine, cure, working, who, scientists","deaths, number, increase, yesterday, numbers","month, sign the petition, slow the spread, cdc, give","order, stay at home, orders, governor, rules","resources, business, here's, tips, survive","response, emergency, national, research, disaster","webinar, join, join us, discuss, virtual","case, county, confirmed, positive, death","mask, public, masks, face mask, wear a mask","prevent, reduce, risk, limit, continues"
Arkansas,2020-05-22,", , 5g, captain, linked","anxiety, stress, fear, quarantine, nnhttps","case, county, confirmed, positive, death","residents, died, employees, have tested positive, nursing home","deaths, update, total, confirmed cases, reported",", nn, hydroxychloroquine, borisjohnson, leaves hospital after","fight, masks, supplies, helping, ppe","update, daily, latest, updates, today's","deaths, death, related, total, reported","2020, update, april, april 6, april 7"
Arkansas,2020-05-23,"support, business, local, families, food","hospital, patient, ventilator, icu, symptoms","state, response, federal, local, states","patients, surge, hospital, hospitals, death toll","w, folks, we're, wondering, era","share, learn, experts, experience, survive","month, sign the petition, slow the spread, cdc, give","news, media, related, stories, covering","stay home, stay safe, stayhome, safe, stayathome","world, china, war, fighting, countries"
Arkansas,2020-05-24,"deaths, number, increase, yesterday, numbers","continue, home, rise, positive, ship","questions, dr, answers, join, discuss","part, leadership, global, lead, plan","new york, nyc, trump, new york city, victims","study, early, risk, important, social","response, efforts, global, impact, combat","crisis, current, situation, economic, important","webinar, join, join us, discuss, virtual","deaths, death, related, total, reported"
Arkansas,2020-05-25,"order, stay at home, orders, governor, rules","continue, home, rise, positive, ship","city, texas, mayor, detroit, announces","residents, died, employees, have tested positive, nursing home","died, family, complications, member, last week","china, virus, wuhan, spreading, months",", , 5g, captain, linked","safe, keeping, family, avoid, scams","testing, center, testing site, begin, drivethru","share, learn, experts, experience, survive"
Arkansas,2020-05-26,"dying, die, home, americans, tested","country, world, america, continues, nation","trump, briefing, fauci, the white house, dr  fauci","due, aka, 2020, retweet, like","china, virus, wuhan, spreading, months","city, texas, mayor, detroit, announces","trump, dies, calls, death, handling","symptoms, tiger, tests positive for, tested, test","positive, test, tests, testing, tested","workers, food, employees, amazon, delivery"
Arkansas,2020-05-27,"study, early, risk, important, social","treatment, drug, patients, hydroxychloroquine, cure","nn, trump, america, economy, trump","workers, food, employees, amazon, delivery","trump, trump, americans, we're, failed","due, impacts, lives, changed, normal","students, online, learning, student, challenges","deaths, update, total, confirmed cases, reported","employees, companies, business, changing, businesses",", , 5g, captain, linked"
Arkansas,2020-05-28,"read, article, nhttps, important, share","deaths, number, increase, yesterday, numbers","nn, trump, america, economy, trump","nn, nnhttps, pandemic, stayhome, quarantine","deaths, death, related, total, reported","trump, briefing, fauci, the white house, dr  fauci","response, emergency, national, research, disaster","deaths, update, total, confirmed cases, reported","deaths, positive, number, confirmed, county","country, world, america, continues, nation"
Arkansas,2020-05-29,"fight, nurses, fighting, workers, health","due, closed, below tweet by, schools, closing","data, report, read, hope emerge in, 1","crisis, amid, online, midst, business","china, virus, wuhan, spreading, months","prison, inmates, release, staff, prisons","working, protect, workers, the front lines, helping","deaths, update, total, confirmed cases, reported","workers, food, employees, amazon, delivery","news, media, related, stories, covering"
Arkansas,2020-05-30,"businesses, support, relief, resources, provide","number, more than, infected, worldwide, million","deaths, number, increase, yesterday, numbers","questions, dr, answers, join, discuss","nhttps, virus, world, here's, staysafe","w, folks, we're, wondering, era","resources, business, here's, tips, survive","deaths, update, total, confirmed cases, reported","data, county, map, dashboard, updated","dr, read, icymi, ceo, president"
Arkansas,2020-05-31,"impact, business, survey, apple and google, partner","data, report, read, hope emerge in, 1","deaths, update, total, confirmed cases, reported","due, impacts, lives, changed, normal","deaths, number, increase, yesterday, numbers","vaccine, cure, working, who, scientists","employees, companies, business, changing, businesses","prison, inmates, release, staff, prisons","prevent, reduce, risk, limit, continues","response, emergency, national, research, disaster"
Arkansas,2020-06-01,", nn, hydroxychloroquine, borisjohnson, leaves hospital after","testing, center, testing site, begin, drivethru","new york, nyc, trump, new york city, victims","deaths, death, related, total, reported","city, texas, mayor, detroit, announces","patients, surge, hospital, hospitals, death toll","patients, care, treating, hospitals, ventilators","order, stay at home, orders, governor, rules","peak, model, california, projections, models","trump, trump, americans, we're, failed"
Arkansas,2020-06-02,"data, report, read, hope emerge in, 1","country, world, america, continues, nation","news, updates, latest, message, local","nn, nnhttps, pandemic, stayhome, quarantine","prison, inmates, release, staff, prisons","trump, briefing, fauci, the white house, dr  fauci","order, stay at home, orders, governor, rules","city, texas, mayor, detroit, announces","news, media, related, stories, covering","nn, stayhome, easter, easter, quarantine"
Arkansas,2020-06-03,"month, sign the petition, slow the spread, cdc, give","positive, test, tests, testing, tested",", , 5g, captain, linked","safe, keeping, family, avoid, scams","continue, home, rise, positive, ship","crisis, response, nhttps, healthcare, responding","prison, inmates, release, staff, prisons","ways, learn, nnhttps, visit, practice","order, stay at home, orders, governor, rules","stay home, stay safe, stayhome, safe, stayathome"
Arkansas,2020-06-04,"positive, test, tests, testing, tested","resources, business, here's, tips, survive","hospital, patient, ventilator, icu, symptoms","safe, keeping, family, avoid, scams","workers, food, employees, amazon, delivery","part, leadership, global, lead, plan","crisis, response, nhttps, healthcare, responding","residents, died, employees, have tested positive, nursing home","vaccine, cure, working, who, scientists","questions, dr, answers, join, discuss"
Arkansas,2020-06-05,"nn, trump, america, economy, trump","residents, died, employees, have tested positive, nursing home",", nn, hydroxychloroquine, borisjohnson, leaves hospital after","nhttps, virus, world, here's, staysafe","study, early, risk, important, social","due, amid, families, lockdown, struggling","update, daily, latest, updates, today's","community, support, helping, fight against, ways","anxiety, stress, fear, quarantine, nnhttps","patients, surge, hospital, hospitals, death toll"
Arkansas,2020-06-06,"relief, fight, bill, aid, spoke","times, americans, die, flu, died","questions, dr, answers, join, discuss","safe, keeping, family, avoid, scams","workers, food, employees, amazon, delivery","florida, fears, market, threat, demand","nhttps, virus, world, here's, staysafe","home, quarantine, world, family, plan","patients, care, treating, hospitals, ventilators","new york, nyc, trump, new york city, victims"
Arkansas,2020-06-07,"month, sign the petition, slow the spread, cdc, give","deaths, update, total, confirmed cases, reported","times, americans, die, flu, died","2020, update, april, april 6, april 7",", nn, hydroxychloroquine, borisjohnson, leaves hospital after","new york, nyc, trump, new york city, victims","home, quarantine, world, family, plan","patients, care, treating, hospitals, ventilators","stay home, stay safe, stayhome, safe, stayathome","news, updates, latest, message, local"
Arkansas,2020-06-08,"data, county, map, dashboard, updated","data, report, read, hope emerge in, 1","month, sign the petition, slow the spread, cdc, give","impact, business, survey, apple and google, partner","health, department, numbers, state, county","patients, care, treating, hospitals, ventilators","part, leadership, global, lead, plan","new york, nyc, trump, new york city, victims","positive, test, tests, testing, tested","response, emergency, national, research, disaster"
Arkansas,2020-06-10,"order, stay at home, orders, governor, rules","stay home, stay safe, stayhome, safe, stayathome","world, china, war, fighting, countries","nn, stayhome, easter, easter, quarantine",", nn, hydroxychloroquine, borisjohnson, leaves hospital after","nn, nnhttps, pandemic, stayhome, quarantine","patients, surge, hospital, hospitals, death toll","month, sign the petition, slow the spread, cdc, give","nhttps, virus, world, here's, staysafe","share, learn, experts, experience, survive"
Arkansas,2020-06-11,"deaths, positive, number, confirmed, county","state, response, federal, local, states","deaths, update, total, confirmed cases, reported","patients, surge, hospital, hospitals, death toll",", nn, hydroxychloroquine, borisjohnson, leaves hospital after","dr, read, icymi, ceo, president","study, early, risk, important, social","latest, daily, news, stories, travel","tips, working from home, we're, age, situation","fight, masks, supplies, helping, ppe"
Arkansas,2020-06-12,"deaths, update, total, confirmed cases, reported","deaths, number, increase, yesterday, numbers","positive, test, tests, testing, tested","order, stay at home, orders, governor, rules","china, virus, wuhan, spreading, months","number, more than, infected, worldwide, million",", pandemic, usa, nhttps, quarantine","test, testing, tests, lab, results","information, resources, updates, updated, website","patients, symptoms, recovered, blood, study"
Arkansas,2020-06-13,"update, daily, latest, updates, today's","treatment, drug, patients, hydroxychloroquine, cure","deaths, number, increase, yesterday, numbers","news, media, related, stories, covering","deaths, update, total, confirmed cases, reported","2020, update, april, april 6, april 7","order, stay at home, orders, governor, rules","deaths, usa, flu, numbers, lives","study, early, risk, important, social","deaths, death, related, total, reported"
Arkansas,2020-06-14,"health, department, numbers, state, county","deaths, number, increase, yesterday, numbers","deaths, update, total, confirmed cases, reported","number, more than, infected, worldwide, million","deaths, death, related, total, reported","nn, nnhttps, pandemic, stayhome, quarantine","residents, died, employees, have tested positive, nursing home","news, updates, latest, message, local","trump, dies, calls, death, handling","state, response, federal, local, states"
Arkansas,2020-06-15,"response, emergency, national, research, disaster","world, china, war, fighting, countries","employees, companies, business, changing, businesses","news, updates, latest, message, local","deaths, number, increase, yesterday, numbers","latest, daily, news, stories, travel","patients, surge, hospital, hospitals, death toll","deaths, update, total, confirmed cases, reported","w, folks, we're, wondering, era","deaths, death, related, total, reported"
Arkansas,2020-06-16,"deaths, update, total, confirmed cases, reported","workers, food, employees, amazon, delivery","deaths, death, related, total, reported","month, sign the petition, slow the spread, cdc, give","care, medical, cover, healthcare workers, equipment","died, family, complications, member, last week","patients, care, treating, hospitals, ventilators","test, testing, tests, lab, results","number, more than, infected, worldwide, million","case, county, confirmed, positive, death"
