State,Date,Word Count,Relative Twitter Sentiment,Relative Twitter Anxiety,Relative Twitter Loneliness
Utah,2020-03-24,15987,0.4306201085243763,-0.09779852575716966,-0.365051580640162
Utah,2020-03-25,14015,0.5972997024264634,0.7473119440680486,0.7262890486902182
Utah,2020-03-26,15889,0.579401634441147,0.5830366859936754,1.06055248182595
Utah,2020-03-27,13827,0.5121465677736879,0.10393373380958947,0.6469297931961632
Utah,2020-03-28,13000,0.903060827100131,0.2640240350641809,1.4985183361083374
Utah,2020-03-29,11846,-0.16175221939279122,1.1179255797717904,1.4261276568912735
Utah,2020-03-30,13165,0.7649422768269116,0.10832362683792703,0.31499547476058337
Utah,2020-03-31,13772,0.5056045396191938,-0.07491825621641127,0.04010939670970887
Utah,2020-04-01,12260,1.0347312544341647,-0.03406532676635124,0.27239036639247977
Utah,2020-04-02,11809,0.8693531612105079,0.5817606755587393,0.8639712339191266
Utah,2020-04-03,10906,1.030103102539019,0.0011887294973311328,0.6430177585293574
Utah,2020-04-04,11410,0.8168586059281637,-1.004158843990915,0.20447243312238758
Utah,2020-04-05,11336,1.6975020992082455,0.025455755102329943,0.30980280448869224
Utah,2020-04-06,10741,0.9632451883689381,0.7339289182205336,0.36402780993522205
Utah,2020-04-07,4815,-1.2172580798518495,0.610207927159901,1.434689961640624
Utah,2020-04-08,14594,0.5471746107005815,0.2514043373088103,1.1598677783381979
Utah,2020-04-09,13021,0.4162735476747909,0.12283647680677684,1.0630949252697106
Utah,2020-04-10,13699,0.9492616453622612,0.732604410313505,0.8726225000763895
Utah,2020-04-11,11294,0.21161452017944618,0.5858325425111307,1.3812479933386435
Utah,2020-04-12,10697,1.4906856939301651,1.360330318923764,1.914831738419307
Utah,2020-04-13,13300,0.9221291900482682,0.1353575883079143,1.2349574893493447
Utah,2020-04-14,14019,0.31568684719808204,0.22682876230485308,1.4638414052189799
Utah,2020-04-15,14953,0.6695613935128288,0.3147680172818777,1.4688360007912071
Utah,2020-04-16,14418,1.034044305378603,0.003040109144997371,1.0211389528858212
Utah,2020-04-17,12902,0.5205007229232526,-0.10657815578197964,1.2872154607509043
Utah,2020-04-18,11503,1.3218414923133754,0.2465739304959869,1.317339934188054
Utah,2020-04-19,11333,1.1557289025385398,-0.24734087447178257,1.3717929938748297
Utah,2020-04-20,13448,1.72465848197993,-0.33214705721668014,0.7993067516026441
Utah,2020-04-21,12497,1.0820138498777478,0.39001355910090907,1.8168103457224063
Utah,2020-04-22,13003,1.1375598610953146,0.6871430452843049,0.7015533370497572
Utah,2020-04-23,12412,1.8609554824820884,0.08669522913951942,-0.019282253455863416
Utah,2020-04-24,12879,0.36791479569882557,-0.06480510948587179,1.725328435759843
Utah,2020-04-25,12481,1.320166199517854,0.5682885787884765,-0.5155058392520292
Utah,2020-04-26,11249,0.6508299105326114,0.7480000804773489,-0.15728135237104335
Utah,2020-04-27,11797,0.967087647781761,-0.07335529909536527,0.11484419421155882
Utah,2020-04-28,11066,0.9824846507007896,0.05110824290267605,-0.7349443863925684
Utah,2020-04-29,12160,0.5219924517486032,-0.3822991081523378,0.7214477377962358
Utah,2020-04-30,12435,0.6413468901949998,-0.013620468087777275,0.052538968461104764
Utah,2020-05-01,12502,0.45910899884330614,0.09510555788273446,0.32832686659424326
Utah,2020-05-02,10246,1.8013071069214175,0.11213598876356369,0.6290693475261717
Utah,2020-05-03,11018,0.6232771771230203,0.48015148108120553,1.2691838036006091
Utah,2020-05-04,12111,1.1628738669407537,1.0564317555122362,-0.09557967025597984
Utah,2020-05-05,12418,1.821574810229859,0.409703537837165,1.2643718086150628
Utah,2020-05-06,11556,0.6574185272530694,0.7893896075360627,1.2261859224053666
Utah,2020-05-07,12740,0.7284732623096719,0.11064177364345618,0.2389393643781053
Utah,2020-05-08,12639,0.9459702326804514,-0.17129229354302045,0.3843029744178921
Utah,2020-05-09,10043,1.9117110310335896,0.18171281934476907,0.7409031019220761
Utah,2020-05-10,9815,1.0553820655064323,0.8533490306884907,1.1993579279836415
Utah,2020-05-11,11638,0.9641644881605056,0.8786813226864627,0.8226881053682511
Utah,2020-05-12,12170,0.9701693772628703,0.7081397301431452,1.39350611167797
Utah,2020-05-13,12712,0.6363253432402026,0.2840448219818932,0.6645472740137058
Utah,2020-05-14,11738,1.2840758418696967,0.06892238791321076,0.40439995826236125
Utah,2020-05-15,11469,0.7006496102310013,-0.3422721882612174,0.8046569145543474
Utah,2020-05-16,9984,1.2420507111189822,0.516964166073302,0.757577123737875
Utah,2020-05-17,10137,0.316739273129354,-0.08949795559920821,0.7111603596583915
Utah,2020-05-17,10137,0.316739273129354,-0.08949795559920821,0.7111603596583915
Utah,2020-05-18,13086,1.2282648212726248,0.32226441912771303,0.42945167985097993
Utah,2020-05-18,13086,1.2282648212726248,0.32226441912771303,0.42945167985097993
Utah,2020-05-19,12105,0.5715502142379809,0.4008943746662523,0.2816267679682584
Utah,2020-05-19,12105,0.5715502142379809,0.4008943746662523,0.2816267679682584
Utah,2020-05-20,12080,0.47398306850483957,0.30767175702732374,0.9813610730166362
Utah,2020-05-20,12080,0.47398306850483957,0.30767175702732374,0.9813610730166362
Utah,2020-05-21,11745,1.0982327781412342,0.17353097051466987,-0.25301115290112675
Utah,2020-05-21,11745,1.0982327781412342,0.17353097051466987,-0.25301115290112675
Utah,2020-05-22,6378,1.298027766571514,-0.16811501217564961,-0.09351315684218484
Utah,2020-05-22,6378,1.298027766571514,-0.16811501217564961,-0.09351315684218484
Utah,2020-05-22,6378,1.298027766571514,-0.16811501217564961,-0.09351315684218484
Utah,2020-05-23,3587,0.2294549883389998,0.9758792199276074,1.0102335520213328
Utah,2020-05-23,3587,0.2294549883389998,0.9758792199276074,1.0102335520213328
Utah,2020-05-23,3587,0.2294549883389998,0.9758792199276074,1.0102335520213328
Utah,2020-05-24,3621,1.7061306900573587,-0.43344172606490183,-0.8160881238285136
Utah,2020-05-24,3621,1.7061306900573587,-0.43344172606490183,-0.8160881238285136
Utah,2020-05-24,3621,1.7061306900573587,-0.43344172606490183,-0.8160881238285136
Utah,2020-05-25,5147,0.6265468163597685,-0.29117013757444216,0.6646539659311514
Utah,2020-05-25,5147,0.6265468163597685,-0.29117013757444216,0.6646539659311514
Utah,2020-05-25,5147,0.6265468163597685,-0.29117013757444216,0.6646539659311514
Utah,2020-05-26,6763,1.2822348025164523,0.6730841751262537,1.123824607202603
Utah,2020-05-26,6763,1.2822348025164523,0.6730841751262537,1.123824607202603
Utah,2020-05-27,8743,-0.7603787760383769,0.8441585201725751,0.3351063709677299
Utah,2020-05-27,8743,-0.7603787760383769,0.8441585201725751,0.3351063709677299
Utah,2020-05-28,6957,-0.8562758998176957,0.2556794158482966,-0.3843737573961223
Utah,2020-05-28,6957,-0.8562758998176957,0.2556794158482966,-0.3843737573961223
Utah,2020-05-29,12393,-0.12660376324658465,0.2099034069285039,-1.1448265766826733
